Variable,Value
z#2#5#26#5#2#2,0.0
z#2#5#27#5#1#1,0.0
z#2#5#27#5#1#2,0.0
z#2#5#27#5#1#3,0.9999999999999996
z#2#5#27#5#2#1,0.0
z#2#5#27#5#2#2,0.0
z#2#5#28#5#1#1,1.0
z#2#5#28#5#1#2,0.0
z#2#5#28#5#1#3,0.0
z#2#5#28#5#2#1,0.0
z#2#5#28#5#2#2,0.0
z#2#5#29#5#1#1,-0.0
z#2#5#29#5#1#2,0.0
z#2#5#29#5#1#3,0.0
z#2#5#29#5#2#1,0.0
z#2#5#29#5#2#2,0.0
z#2#5#30#5#1#1,1.0
z#2#5#30#5#1#2,1.0
z#2#5#30#5#1#3,1.0
z#2#5#30#5#2#1,1.0
z#2#5#30#5#2#2,1.0
z#3#1#0#5#1#1,0.0
z#3#1#0#5#1#2,0.0
z#3#1#0#5#1#3,0.0
z#3#1#0#5#2#1,0.0
z#3#1#0#5#2#2,0.0
z#3#1#0#1#1#1,0.0
z#3#1#0#1#1#2,0.0
z#3#1#0#1#1#3,0.0
z#3#1#0#1#2#1,0.0
z#3#1#0#1#2#2,0.0
z#3#1#1#5#1#1,0.0
z#3#1#1#5#1#2,0.0
z#3#1#1#5#1#3,0.0
z#3#1#1#5#2#1,0.0
z#3#1#1#5#2#2,0.0
z#3#1#1#1#1#1,0.0
z#3#1#1#1#1#2,0.0
z#3#1#1#1#1#3,0.0
z#3#1#1#1#2#1,0.0
z#3#1#1#1#2#2,0.0
z#3#1#2#5#1#1,0.0
z#3#1#2#5#1#2,0.0
z#3#1#2#5#1#3,0.0
z#3#1#2#5#2#1,0.0
z#3#1#2#5#2#2,0.0
z#3#1#2#1#1#1,0.0
z#3#1#2#1#1#2,0.0
z#3#1#2#1#1#3,0.0
z#3#1#2#1#2#1,0.0
z#3#1#2#1#2#2,0.0
z#3#1#3#5#1#1,0.0
z#3#1#3#5#1#2,0.0
z#3#1#3#5#1#3,0.0
z#3#1#3#5#2#1,0.0
z#3#1#3#5#2#2,0.0
z#3#1#3#1#1#1,0.0
z#3#1#3#1#1#2,0.0
z#3#1#3#1#1#3,0.0
z#3#1#3#1#2#1,0.0
z#3#1#3#1#2#2,0.0
z#3#1#4#5#1#1,0.0
z#3#1#4#5#1#2,0.0
z#3#1#4#5#1#3,0.0
z#3#1#4#5#2#1,0.0
z#3#1#4#5#2#2,0.0
z#3#1#4#1#1#1,0.0
z#3#1#4#1#1#2,0.0
z#3#1#4#1#1#3,0.0
z#3#1#4#1#2#1,0.0
z#3#1#4#1#2#2,0.0
z#3#1#5#5#1#1,0.0
z#3#1#5#5#1#2,0.0
z#3#1#5#5#1#3,0.0
z#3#1#5#5#2#1,0.0
z#3#1#5#5#2#2,0.0
z#3#1#5#1#1#1,0.0
z#3#1#5#1#1#2,0.0
z#3#1#5#1#1#3,0.0
z#3#1#5#1#2#1,0.0
z#3#1#5#1#2#2,0.0
z#3#1#6#5#1#1,0.0
z#3#1#6#5#1#2,0.0
z#3#1#6#5#1#3,0.0
z#3#1#6#5#2#1,0.0
z#3#1#6#5#2#2,0.0
z#3#1#6#1#1#1,0.0
z#3#1#6#1#1#2,0.0
z#3#1#6#1#1#3,0.0
z#3#1#6#1#2#1,0.0
z#3#1#6#1#2#2,0.0
z#3#1#7#5#1#1,0.0
z#3#1#7#5#1#2,0.0
z#3#1#7#5#1#3,0.0
z#3#1#7#5#2#1,0.0
z#3#1#7#5#2#2,0.0
z#3#1#7#1#1#1,0.0
z#3#1#7#1#1#2,0.0
z#3#1#7#1#1#3,0.0
z#3#1#7#1#2#1,0.0
z#3#1#7#1#2#2,0.0
z#3#1#8#5#1#1,0.0
z#3#1#8#5#1#2,0.0
z#3#1#8#5#1#3,0.0
z#3#1#8#5#2#1,0.0
z#3#1#8#5#2#2,0.0
z#3#1#8#1#1#1,0.0
z#3#1#8#1#1#2,0.0
z#3#1#8#1#1#3,0.0
z#3#1#8#1#2#1,0.0
z#3#1#8#1#2#2,0.0
z#3#1#9#5#1#1,0.0
z#3#1#9#5#1#2,0.0
z#3#1#9#5#1#3,0.0
z#3#1#9#5#2#1,0.0
z#3#1#9#5#2#2,0.0
z#3#1#9#1#1#1,0.0
z#3#1#9#1#1#2,0.0
z#3#1#9#1#1#3,0.0
z#3#1#9#1#2#1,0.0
z#3#1#9#1#2#2,0.0
z#3#1#10#5#1#1,0.0
z#3#1#10#5#1#2,0.0
z#3#1#10#5#1#3,0.0
z#3#1#10#5#2#1,0.0
z#3#1#10#5#2#2,0.0
z#3#1#10#1#1#1,0.0
z#3#1#10#1#1#2,0.0
z#3#1#10#1#1#3,0.0
z#3#1#10#1#2#1,0.0
z#3#1#10#1#2#2,0.0
z#3#1#11#5#1#1,0.0
z#3#1#11#5#1#2,0.0
z#3#1#11#5#1#3,0.0
z#3#1#11#5#2#1,0.0
z#3#1#11#5#2#2,0.0
z#3#1#11#1#1#1,0.0
z#3#1#11#1#1#2,0.0
z#3#1#11#1#1#3,0.0
z#3#1#11#1#2#1,0.0
z#3#1#11#1#2#2,0.0
z#3#1#12#5#1#1,0.0
z#3#1#12#5#1#2,0.0
z#3#1#12#5#1#3,0.0
z#3#1#12#5#2#1,0.0
z#3#1#12#5#2#2,0.0
z#3#1#12#1#1#1,0.0
z#3#1#12#1#1#2,0.0
z#3#1#12#1#1#3,0.0
z#3#1#12#1#2#1,0.0
z#3#1#12#1#2#2,0.0
z#3#1#13#5#1#1,0.0
z#3#1#13#5#1#2,0.0
z#3#1#13#5#1#3,0.0
z#3#1#13#5#2#1,0.0
z#3#1#13#5#2#2,0.0
z#3#1#13#1#1#1,0.0
z#3#1#13#1#1#2,0.0
z#3#1#13#1#1#3,0.0
z#3#1#13#1#2#1,0.0
z#3#1#13#1#2#2,0.0
z#3#1#14#5#1#1,0.0
z#3#1#14#5#1#2,0.0
z#3#1#14#5#1#3,0.0
z#3#1#14#5#2#1,0.0
z#3#1#14#5#2#2,0.0
z#3#1#14#1#1#1,0.0
z#3#1#14#1#1#2,0.0
z#3#1#14#1#1#3,0.0
z#3#1#14#1#2#1,0.0
z#3#1#14#1#2#2,0.0
z#3#1#15#5#1#1,0.0
z#3#1#15#5#1#2,0.0
z#3#1#15#5#1#3,0.0
z#3#1#15#5#2#1,0.0
z#3#1#15#5#2#2,0.0
z#3#1#15#1#1#1,0.0
z#3#1#15#1#1#2,0.0
z#3#1#15#1#1#3,0.0
z#3#1#15#1#2#1,0.0
z#3#1#15#1#2#2,0.0
z#3#1#16#5#1#1,0.0
z#3#1#16#5#1#2,0.0
z#3#1#16#5#1#3,0.0
z#3#1#16#5#2#1,0.0
z#3#1#16#5#2#2,0.0
z#3#1#16#1#1#1,0.0
z#3#1#16#1#1#2,0.0
z#3#1#16#1#1#3,0.0
z#3#1#16#1#2#1,0.0
z#3#1#16#1#2#2,0.0
z#3#1#17#5#1#1,0.0
z#3#1#17#5#1#2,0.0
z#3#1#17#5#1#3,0.0
z#3#1#17#5#2#1,0.0
z#3#1#17#5#2#2,0.0
z#3#1#17#1#1#1,0.0
z#3#1#17#1#1#2,0.0
z#3#1#17#1#1#3,0.0
z#3#1#17#1#2#1,0.0
z#3#1#17#1#2#2,0.0
z#3#1#18#5#1#1,0.0
z#3#1#18#5#1#2,0.0
z#3#1#18#5#1#3,0.0
z#3#1#18#5#2#1,0.0
z#3#1#18#5#2#2,0.0
z#3#1#18#1#1#1,0.0
z#3#1#18#1#1#2,0.0
z#3#1#18#1#1#3,0.0
z#3#1#18#1#2#1,0.0
z#3#1#18#1#2#2,0.0
z#3#1#19#5#1#1,0.0
z#3#1#19#5#1#2,0.0
z#3#1#19#5#1#3,0.0
z#3#1#19#5#2#1,0.0
z#3#1#19#5#2#2,0.0
z#3#1#19#1#1#1,0.0
z#3#1#19#1#1#2,0.0
z#3#1#19#1#1#3,0.0
z#3#1#19#1#2#1,0.0
z#3#1#19#1#2#2,0.0
z#3#1#20#5#1#1,0.0
z#3#1#20#5#1#2,0.0
z#3#1#20#5#1#3,0.0
z#3#1#20#5#2#1,0.0
z#3#1#20#5#2#2,0.0
z#3#1#20#1#1#1,0.0
z#3#1#20#1#1#2,0.0
z#3#1#20#1#1#3,0.0
z#3#1#20#1#2#1,0.0
z#3#1#20#1#2#2,0.0
z#3#1#21#5#1#1,0.0
z#3#1#21#5#1#2,0.0
z#3#1#21#5#1#3,0.0
z#3#1#21#5#2#1,0.0
z#3#1#21#5#2#2,0.0
z#3#1#21#1#1#1,0.0
z#3#1#21#1#1#2,0.0
z#3#1#21#1#1#3,0.0
z#3#1#21#1#2#1,0.0
z#3#1#21#1#2#2,0.0
z#3#1#22#5#1#1,-0.0
z#3#1#22#5#1#2,1.0
z#3#1#22#5#1#3,0.0
z#3#1#22#5#2#1,1.0
z#3#1#22#5#2#2,1.0
z#3#1#22#1#1#1,1.0
z#3#1#22#1#1#2,0.0
z#3#1#22#1#1#3,1.0
z#3#1#22#1#2#1,0.0
z#3#1#22#1#2#2,0.0
z#3#1#23#5#1#1,1.0
z#3#1#23#5#1#2,-0.0
z#3#1#23#5#1#3,-0.0
z#3#1#23#5#2#1,-0.0
z#3#1#23#5#2#2,0.0
z#3#1#23#1#1#1,-0.0
z#3#1#23#1#1#2,0.0
z#3#1#23#1#1#3,-0.0
z#3#1#23#1#2#1,0.0
z#3#1#23#1#2#2,0.0
z#3#1#24#5#1#1,0.0
z#3#1#24#5#1#2,1.0
z#3#1#24#5#1#3,-0.0
z#3#1#24#5#2#1,-0.0
z#3#1#24#5#2#2,1.0
z#3#1#24#1#1#1,-0.0
z#3#1#24#1#1#2,-0.0
z#3#1#24#1#1#3,-0.0
z#3#1#24#1#2#1,-0.0
z#3#1#24#1#2#2,-0.0
z#3#1#25#5#1#1,-0.0
z#3#1#25#5#1#2,-0.0
z#3#1#25#5#1#3,-0.0
z#3#1#25#5#2#1,0.0
z#3#1#25#5#2#2,0.0
z#3#1#25#1#1#1,1.0
z#3#1#25#1#1#2,0.0
z#3#1#25#1#1#3,-0.0
z#3#1#25#1#2#1,0.0
z#3#1#25#1#2#2,0.0
z#3#1#26#5#1#1,1.0
z#3#1#26#5#1#2,-0.0
z#3#1#26#5#1#3,-0.0
z#3#1#26#5#2#1,1.0
z#3#1#26#5#2#2,1.0
z#3#1#26#1#1#1,0.0
z#3#1#26#1#1#2,0.0
z#3#1#26#1#1#3,0.0
z#3#1#26#1#2#1,0.0
z#3#1#26#1#2#2,0.0
z#3#1#27#5#1#1,-0.0
z#3#1#27#5#1#2,-0.0
z#3#1#27#5#1#3,-0.0
z#3#1#27#5#2#1,0.0
z#3#1#27#5#2#2,0.0
z#3#1#27#1#1#1,0.0
z#3#1#27#1#1#2,-0.0
z#3#1#27#1#1#3,-0.0
z#3#1#27#1#2#1,0.0
z#3#1#27#1#2#2,0.0
z#3#1#28#5#1#1,1.0
z#3#1#28#5#1#2,1.0
z#3#1#28#5#1#3,0.0
z#3#1#28#5#2#1,1.0
z#3#1#28#5#2#2,1.0
z#3#1#28#1#1#1,0.0
z#3#1#28#1#1#2,0.0
z#3#1#28#1#1#3,0.0
z#3#1#28#1#2#1,0.0
z#3#1#28#1#2#2,0.0
z#3#1#29#5#1#1,-0.0
z#3#1#29#5#1#2,-0.0
z#3#1#29#5#1#3,-0.0
z#3#1#29#5#2#1,0.0
z#3#1#29#5#2#2,0.0
z#3#1#29#1#1#1,0.0
z#3#1#29#1#1#2,0.0
z#3#1#29#1#1#3,1.0
z#3#1#29#1#2#1,0.0
z#3#1#29#1#2#2,0.0
z#3#1#30#5#1#1,-0.0
z#3#1#30#5#1#2,1.0
z#3#1#30#5#1#3,1.0
z#3#1#30#5#2#1,1.0
z#3#1#30#5#2#2,1.0
z#3#1#30#1#1#1,-0.0
z#3#1#30#1#1#2,-0.0
z#3#1#30#1#1#3,-0.0
z#3#1#30#1#2#1,0.0
z#3#1#30#1#2#2,0.0
z#3#2#0#5#1#1,0.0
z#3#2#0#5#1#2,0.0
z#3#2#0#5#1#3,0.0
z#3#2#0#5#2#1,0.0
z#3#2#0#5#2#2,0.0
z#3#2#0#1#1#1,0.0
z#3#2#0#1#1#2,0.0
z#3#2#0#1#1#3,0.0
z#3#2#0#1#2#1,0.0
z#3#2#0#1#2#2,0.0
z#3#2#1#5#1#1,0.0
z#3#2#1#5#1#2,0.0
z#3#2#1#5#1#3,0.0
z#3#2#1#5#2#1,0.0
z#3#2#1#5#2#2,0.0
z#3#2#1#1#1#1,0.0
z#3#2#1#1#1#2,0.0
z#3#2#1#1#1#3,0.0
z#3#2#1#1#2#1,0.0
z#3#2#1#1#2#2,0.0
z#3#2#2#5#1#1,0.0
z#3#2#2#5#1#2,0.0
z#3#2#2#5#1#3,0.0
z#3#2#2#5#2#1,0.0
z#3#2#2#5#2#2,0.0
z#3#2#2#1#1#1,0.0
z#3#2#2#1#1#2,0.0
z#3#2#2#1#1#3,0.0
z#3#2#2#1#2#1,0.0
z#3#2#2#1#2#2,0.0
z#3#2#3#5#1#1,0.0
z#3#2#3#5#1#2,0.0
z#3#2#3#5#1#3,0.0
z#3#2#3#5#2#1,0.0
z#3#2#3#5#2#2,0.0
z#3#2#3#1#1#1,0.0
z#3#2#3#1#1#2,0.0
z#3#2#3#1#1#3,0.0
z#3#2#3#1#2#1,0.0
z#3#2#3#1#2#2,0.0
z#3#2#4#5#1#1,0.0
z#3#2#4#5#1#2,0.0
z#3#2#4#5#1#3,0.0
z#3#2#4#5#2#1,0.0
z#3#2#4#5#2#2,0.0
z#3#2#4#1#1#1,0.0
z#3#2#4#1#1#2,0.0
z#3#2#4#1#1#3,0.0
z#3#2#4#1#2#1,0.0
z#3#2#4#1#2#2,0.0
z#3#2#5#5#1#1,0.0
z#3#2#5#5#1#2,0.0
z#3#2#5#5#1#3,0.0
z#3#2#5#5#2#1,0.0
z#3#2#5#5#2#2,0.0
z#3#2#5#1#1#1,0.0
z#3#2#5#1#1#2,0.0
z#3#2#5#1#1#3,0.0
z#3#2#5#1#2#1,0.0
z#3#2#5#1#2#2,0.0
z#3#2#6#5#1#1,0.0
z#3#2#6#5#1#2,0.0
z#3#2#6#5#1#3,0.0
z#3#2#6#5#2#1,0.0
z#3#2#6#5#2#2,0.0
z#3#2#6#1#1#1,0.0
z#3#2#6#1#1#2,0.0
z#3#2#6#1#1#3,0.0
z#3#2#6#1#2#1,0.0
z#3#2#6#1#2#2,0.0
z#3#2#7#5#1#1,0.0
z#3#2#7#5#1#2,0.0
z#3#2#7#5#1#3,0.0
z#3#2#7#5#2#1,0.0
z#3#2#7#5#2#2,0.0
z#3#2#7#1#1#1,0.0
z#3#2#7#1#1#2,0.0
z#3#2#7#1#1#3,0.0
z#3#2#7#1#2#1,0.0
z#3#2#7#1#2#2,0.0
z#3#2#8#5#1#1,0.0
z#3#2#8#5#1#2,0.0
z#3#2#8#5#1#3,0.0
z#3#2#8#5#2#1,0.0
z#3#2#8#5#2#2,0.0
z#3#2#8#1#1#1,0.0
z#3#2#8#1#1#2,0.0
z#3#2#8#1#1#3,0.0
z#3#2#8#1#2#1,0.0
z#3#2#8#1#2#2,0.0
z#3#2#9#5#1#1,0.0
z#3#2#9#5#1#2,0.0
z#3#2#9#5#1#3,0.0
z#3#2#9#5#2#1,0.0
z#3#2#9#5#2#2,0.0
z#3#2#9#1#1#1,0.0
z#3#2#9#1#1#2,0.0
z#3#2#9#1#1#3,0.0
z#3#2#9#1#2#1,0.0
z#3#2#9#1#2#2,0.0
z#3#2#10#5#1#1,0.0
z#3#2#10#5#1#2,0.0
z#3#2#10#5#1#3,0.0
z#3#2#10#5#2#1,0.0
z#3#2#10#5#2#2,0.0
z#3#2#10#1#1#1,0.0
z#3#2#10#1#1#2,0.0
z#3#2#10#1#1#3,0.0
z#3#2#10#1#2#1,0.0
z#3#2#10#1#2#2,0.0
z#3#2#11#5#1#1,0.0
z#3#2#11#5#1#2,0.0
z#3#2#11#5#1#3,0.0
z#3#2#11#5#2#1,0.0
z#3#2#11#5#2#2,0.0
z#3#2#11#1#1#1,0.0
z#3#2#11#1#1#2,0.0
z#3#2#11#1#1#3,0.0
z#3#2#11#1#2#1,0.0
z#3#2#11#1#2#2,0.0
z#3#2#12#5#1#1,0.0
z#3#2#12#5#1#2,0.0
z#3#2#12#5#1#3,0.0
z#3#2#12#5#2#1,0.0
z#3#2#12#5#2#2,0.0
z#3#2#12#1#1#1,0.0
z#3#2#12#1#1#2,0.0
z#3#2#12#1#1#3,0.0
z#3#2#12#1#2#1,0.0
z#3#2#12#1#2#2,0.0
z#3#2#13#5#1#1,0.0
z#3#2#13#5#1#2,0.0
z#3#2#13#5#1#3,0.0
z#3#2#13#5#2#1,0.0
z#3#2#13#5#2#2,0.0
z#3#2#13#1#1#1,0.0
z#3#2#13#1#1#2,0.0
z#3#2#13#1#1#3,0.0
z#3#2#13#1#2#1,0.0
z#3#2#13#1#2#2,0.0
z#3#2#14#5#1#1,0.0
z#3#2#14#5#1#2,0.0
z#3#2#14#5#1#3,0.0
z#3#2#14#5#2#1,0.0
z#3#2#14#5#2#2,0.0
z#3#2#14#1#1#1,0.0
z#3#2#14#1#1#2,0.0
z#3#2#14#1#1#3,0.0
z#3#2#14#1#2#1,0.0
z#3#2#14#1#2#2,0.0
z#3#2#15#5#1#1,0.0
z#3#2#15#5#1#2,0.0
z#3#2#15#5#1#3,0.0
z#3#2#15#5#2#1,0.0
z#3#2#15#5#2#2,0.0
z#3#2#15#1#1#1,0.0
z#3#2#15#1#1#2,0.0
z#3#2#15#1#1#3,0.0
z#3#2#15#1#2#1,0.0
z#3#2#15#1#2#2,0.0
z#3#2#16#5#1#1,0.0
z#3#2#16#5#1#2,0.0
z#3#2#16#5#1#3,0.0
z#3#2#16#5#2#1,0.0
z#3#2#16#5#2#2,0.0
z#3#2#16#1#1#1,0.0
z#3#2#16#1#1#2,0.0
z#3#2#16#1#1#3,0.0
z#3#2#16#1#2#1,0.0
z#3#2#16#1#2#2,0.0
z#3#2#17#5#1#1,0.0
z#3#2#17#5#1#2,0.0
z#3#2#17#5#1#3,0.0
z#3#2#17#5#2#1,0.0
z#3#2#17#5#2#2,0.0
z#3#2#17#1#1#1,0.0
z#3#2#17#1#1#2,0.0
z#3#2#17#1#1#3,0.0
z#3#2#17#1#2#1,0.0
z#3#2#17#1#2#2,0.0
z#3#2#18#5#1#1,0.0
z#3#2#18#5#1#2,0.0
z#3#2#18#5#1#3,0.0
z#3#2#18#5#2#1,0.0
z#3#2#18#5#2#2,0.0
z#3#2#18#1#1#1,0.0
z#3#2#18#1#1#2,0.0
z#3#2#18#1#1#3,0.0
z#3#2#18#1#2#1,0.0
z#3#2#18#1#2#2,0.0
z#3#2#19#5#1#1,0.0
z#3#2#19#5#1#2,0.0
z#3#2#19#5#1#3,0.0
z#3#2#19#5#2#1,0.0
z#3#2#19#5#2#2,0.0
z#3#2#19#1#1#1,0.0
z#3#2#19#1#1#2,0.0
z#3#2#19#1#1#3,0.0
z#3#2#19#1#2#1,0.0
z#3#2#19#1#2#2,0.0
z#3#2#20#5#1#1,0.0
z#3#2#20#5#1#2,0.0
z#3#2#20#5#1#3,0.0
z#3#2#20#5#2#1,0.0
z#3#2#20#5#2#2,0.0
z#3#2#20#1#1#1,0.0
z#3#2#20#1#1#2,0.0
z#3#2#20#1#1#3,0.0
z#3#2#20#1#2#1,0.0
z#3#2#20#1#2#2,0.0
z#3#2#21#5#1#1,0.0
z#3#2#21#5#1#2,0.0
z#3#2#21#5#1#3,0.0
z#3#2#21#5#2#1,0.0
z#3#2#21#5#2#2,0.0
z#3#2#21#1#1#1,0.0
z#3#2#21#1#1#2,0.0
z#3#2#21#1#1#3,0.0
z#3#2#21#1#2#1,0.0
z#3#2#21#1#2#2,0.0
z#3#2#22#5#1#1,0.0
z#3#2#22#5#1#2,0.0
z#3#2#22#5#1#3,0.0
z#3#2#22#5#2#1,0.0
z#3#2#22#5#2#2,0.0
z#3#2#22#1#1#1,0.0
z#3#2#22#1#1#2,0.0
z#3#2#22#1#1#3,0.0
z#3#2#22#1#2#1,0.0
z#3#2#22#1#2#2,0.0
z#3#2#23#5#1#1,-0.0
z#3#2#23#5#1#2,0.0
z#3#2#23#5#1#3,1.0
z#3#2#23#5#2#1,0.0
z#3#2#23#5#2#2,0.0
z#3#2#23#1#1#1,0.0
z#3#2#23#1#1#2,0.0
z#3#2#23#1#1#3,0.0
z#3#2#23#1#2#1,0.0
z#3#2#23#1#2#2,0.0
z#3#2#24#5#1#1,0.0
z#3#2#24#5#1#2,0.0
z#3#2#24#5#1#3,0.0
z#3#2#24#5#2#1,1.0
z#3#2#24#5#2#2,-0.0
z#3#2#24#1#1#1,0.0
z#3#2#24#1#1#2,0.0
z#3#2#24#1#1#3,0.0
z#3#2#24#1#2#1,0.0
z#3#2#24#1#2#2,0.0
z#3#2#25#5#1#1,-0.0
z#3#2#25#5#1#2,-0.0
z#3#2#25#5#1#3,1.0
z#3#2#25#5#2#1,0.0
z#3#2#25#5#2#2,0.0
z#3#2#25#1#1#1,0.0
z#3#2#25#1#1#2,0.0
z#3#2#25#1#1#3,0.0
z#3#2#25#1#2#1,0.0
z#3#2#25#1#2#2,0.0
z#3#2#26#5#1#1,0.0
z#3#2#26#5#1#2,1.0
z#3#2#26#5#1#3,0.0
z#3#2#26#5#2#1,-0.0
z#3#2#26#5#2#2,-0.0
z#3#2#26#1#1#1,0.0
z#3#2#26#1#1#2,0.0
z#3#2#26#1#1#3,0.0
z#3#2#26#1#2#1,0.0
z#3#2#26#1#2#2,0.0
z#3#2#27#5#1#1,0.0
z#3#2#27#5#1#2,0.0
z#3#2#27#5#1#3,1.0
z#3#2#27#5#2#1,0.0
z#3#2#27#5#2#2,0.0
z#3#2#27#1#1#1,0.0
z#3#2#27#1#1#2,0.0
z#3#2#27#1#1#3,0.0
z#3#2#27#1#2#1,0.0
z#3#2#27#1#2#2,0.0
z#3#2#28#5#1#1,-0.0
z#3#2#28#5#1#2,-0.0
z#3#2#28#5#1#3,-0.0
z#3#2#28#5#2#1,0.0
z#3#2#28#5#2#2,0.0
z#3#2#28#1#1#1,0.0
z#3#2#28#1#1#2,0.0
z#3#2#28#1#1#3,0.0
z#3#2#28#1#2#1,0.0
z#3#2#28#1#2#2,0.0
z#3#2#29#5#1#1,-0.0
z#3#2#29#5#1#2,-0.0
z#3#2#29#5#1#3,-0.0
z#3#2#29#5#2#1,0.0
z#3#2#29#5#2#2,0.0
z#3#2#29#1#1#1,0.0
z#3#2#29#1#1#2,0.0
z#3#2#29#1#1#3,0.0
z#3#2#29#1#2#1,0.0
z#3#2#29#1#2#2,0.0
z#3#2#30#5#1#1,1.0
z#3#2#30#5#1#2,-0.0
z#3#2#30#5#1#3,-0.0
z#3#2#30#5#2#1,0.0
z#3#2#30#5#2#2,0.0
z#3#2#30#1#1#1,0.0
z#3#2#30#1#1#2,0.0
z#3#2#30#1#1#3,0.0
z#3#2#30#1#2#1,0.0
z#3#2#30#1#2#2,0.0
z#4#3#0#5#4#1,0.0
z#4#3#0#5#4#2,0.0
z#4#3#0#5#4#3,0.0
z#4#3#0#5#4#4,0.0
z#4#3#1#5#4#1,0.0
z#4#3#1#5#4#2,0.0
z#4#3#1#5#4#3,0.0
z#4#3#1#5#4#4,0.0
z#4#3#2#5#4#1,0.0
z#4#3#2#5#4#2,0.0
z#4#3#2#5#4#3,0.0
z#4#3#2#5#4#4,0.0
z#4#3#3#5#4#1,0.0
z#4#3#3#5#4#2,0.0
z#4#3#3#5#4#3,0.0
z#4#3#3#5#4#4,0.0
z#4#3#4#5#4#1,0.0
z#4#3#4#5#4#2,0.0
z#4#3#4#5#4#3,0.0
z#4#3#4#5#4#4,0.0
z#4#3#5#5#4#1,0.0
z#4#3#5#5#4#2,0.0
z#4#3#5#5#4#3,0.0
z#4#3#5#5#4#4,0.0
z#4#3#6#5#4#1,0.0
z#4#3#6#5#4#2,0.0
z#4#3#6#5#4#3,0.0
z#4#3#6#5#4#4,0.0
z#4#3#7#5#4#1,0.0
z#4#3#7#5#4#2,0.0
z#4#3#7#5#4#3,0.0
z#4#3#7#5#4#4,0.0
z#4#3#8#5#4#1,0.0
z#4#3#8#5#4#2,0.0
z#4#3#8#5#4#3,0.0
z#4#3#8#5#4#4,0.0
z#4#3#9#5#4#1,1.0
z#4#3#9#5#4#2,0.0
z#4#3#9#5#4#3,0.0
z#4#3#9#5#4#4,0.0
z#4#3#10#5#4#1,0.0
z#4#3#10#5#4#2,0.0
z#4#3#10#5#4#3,0.0
z#4#3#10#5#4#4,0.0
z#4#3#11#5#4#1,0.0
z#4#3#11#5#4#2,0.0
z#4#3#11#5#4#3,0.0
z#4#3#11#5#4#4,0.0
z#4#3#12#5#4#1,1.0
z#4#3#12#5#4#2,1.0
z#4#3#12#5#4#3,0.0
z#4#3#12#5#4#4,0.0
z#4#3#13#5#4#1,0.0
z#4#3#13#5#4#2,-0.0
z#4#3#13#5#4#3,0.0
z#4#3#13#5#4#4,1.0
z#4#3#14#5#4#1,0.0
z#4#3#14#5#4#2,0.0
z#4#3#14#5#4#3,0.0
z#4#3#14#5#4#4,0.0
z#4#3#15#5#4#1,0.0
z#4#3#15#5#4#2,0.0
z#4#3#15#5#4#3,0.0
z#4#3#15#5#4#4,0.0
z#4#3#16#5#4#1,0.0
z#4#3#16#5#4#2,0.0
z#4#3#16#5#4#3,0.0
z#4#3#16#5#4#4,0.0
z#4#3#17#5#4#1,0.0
z#4#3#17#5#4#2,0.0
z#4#3#17#5#4#3,0.0
z#4#3#17#5#4#4,0.0
z#4#3#18#5#4#1,0.0
z#4#3#18#5#4#2,0.0
z#4#3#18#5#4#3,0.0
z#4#3#18#5#4#4,0.0
z#4#3#19#5#4#1,0.0
z#4#3#19#5#4#2,0.0
z#4#3#19#5#4#3,0.0
z#4#3#19#5#4#4,0.0
z#4#3#20#5#4#1,0.0
z#4#3#20#5#4#2,0.0
z#4#3#20#5#4#3,0.0
z#4#3#20#5#4#4,0.0
z#4#3#21#5#4#1,0.0
z#4#3#21#5#4#2,0.0
z#4#3#21#5#4#3,0.0
z#4#3#21#5#4#4,0.0
z#4#3#22#5#4#1,0.0
z#4#3#22#5#4#2,0.0
z#4#3#22#5#4#3,0.0
z#4#3#22#5#4#4,0.0
z#4#3#23#5#4#1,0.0
z#4#3#23#5#4#2,0.0
z#4#3#23#5#4#3,0.0
z#4#3#23#5#4#4,0.0
z#4#3#24#5#4#1,0.0
z#4#3#24#5#4#2,0.0
z#4#3#24#5#4#3,0.0
z#4#3#24#5#4#4,0.0
z#4#3#25#5#4#1,0.0
z#4#3#25#5#4#2,0.0
z#4#3#25#5#4#3,0.0
z#4#3#25#5#4#4,0.0
z#4#3#26#5#4#1,0.0
z#4#3#26#5#4#2,0.0
z#4#3#26#5#4#3,0.0
z#4#3#26#5#4#4,0.0
z#4#3#27#5#4#1,0.0
z#4#3#27#5#4#2,0.0
z#4#3#27#5#4#3,0.0
z#4#3#27#5#4#4,0.0
z#4#3#28#5#4#1,0.0
z#4#3#28#5#4#2,0.0
z#4#3#28#5#4#3,0.0
z#4#3#28#5#4#4,0.0
z#4#3#29#5#4#1,0.0
z#4#3#29#5#4#2,0.0
z#4#3#29#5#4#3,0.0
z#4#3#29#5#4#4,0.0
z#4#3#30#5#4#1,0.0
z#4#3#30#5#4#2,0.0
z#4#3#30#5#4#3,0.0
z#4#3#30#5#4#4,0.0
z#4#4#0#5#4#1,0.0
z#4#4#0#5#4#2,0.0
z#4#4#0#5#4#3,0.0
z#4#4#0#5#4#4,0.0
z#4#4#1#5#4#1,0.0
z#4#4#1#5#4#2,0.0
z#4#4#1#5#4#3,0.0
z#4#4#1#5#4#4,0.0
z#4#4#2#5#4#1,0.0
